publication_uuid,person_uuid
277,564
278,565
279,566
280,567
281,568
282,569
282,570
283,571
283,572
284,573
285,574
286,575
286,576
286,577
287,578
288,579
289,580
290,581
291,582
292,583
293,584
294,585
295,586
296,587
296,588
297,589
298,590
298,591
298,592
298,593
299,594
299,595
300,596
300,597
301,598
302,599
303,600
303,601
303,602
303,603
303,604
303,605
303,606
303,607
303,608
303,609
303,610
303,611
304,612
305,613
306,614
307,615
308,616
309,617
310,618
311,619
312,620
313,621
314,622
315,623
315,624
315,625
316,626
318,627
319,628
320,629
321,630
322,631
322,632
323,633
324,634
325,635
325,636
325,637
325,638
325,639
325,640
325,641
326,642
327,643
328,644
328,645
328,646
328,647
328,648
329,649
330,650
330,651
330,652
330,653
332,654
333,655
334,656
335,657
336,658
336,659
337,660
337,661
338,662
338,663
338,664
338,665
338,666
338,667
339,668
340,669
340,670
340,671
340,672
340,673
340,674
341,675
342,676
343,677
344,678
345,679
345,680
346,681
346,682
346,683
348,684
348,685
348,686
348,687
348,688
348,689
349,690
349,691
349,692
350,693
351,694
352,695
353,696
354,697
354,698
354,699
354,700
355,701
355,702
356,703
356,704
356,705
356,706
356,707
356,708
357,709
358,710
359,711
360,712
361,713
361,714
361,715
362,716
363,717
364,718
365,719
366,720
367,721
367,722
367,723
367,724
367,725
367,726
368,727
369,728
370,729
371,730
371,731
371,732
371,733
372,734
372,735
372,736
372,737
373,738
374,739
375,740
376,741
378,742
379,743
380,744
380,745
381,746
382,747
383,748
384,749
384,750
386,751
388,752
388,753
389,754
390,755
391,756
391,757
391,758
391,759
391,760
392,761
394,762
396,763
397,764
397,765
397,766
397,767
397,768
398,769
398,770
398,771
398,772
399,773
400,774
401,775
401,776
401,777
401,778
401,779
401,780
401,781
402,782
403,783
403,784
403,785
404,786
405,787
406,788
407,789
408,790
409,791
410,792
411,793
412,794
413,795
414,796
415,797
415,798
415,799
415,800
415,801
416,802
418,803
418,804
419,805
420,806
420,807
420,808
420,809
420,810
420,811
421,812
422,813
423,814
424,815
425,816
425,817
425,818
425,819
426,820
427,821
427,822
429,823
430,824
431,825
432,826
433,827
434,828
434,829
434,830
434,831
434,832
435,833
436,834
437,835
439,836
440,837
441,838
442,839
443,840
444,841
444,842
444,843
444,844
444,845
444,846
445,847
445,848
445,849
446,850
447,851
448,852
449,853
450,854
451,855
452,856
453,857
454,858
455,859
456,860
457,861
458,862
459,863
460,864
460,865
460,866
460,867
460,868
460,869
461,870
462,871
463,872
464,873
465,874
465,875
465,876
465,877
465,878
466,879
468,880
469,881
470,882
471,883
472,884
473,885
474,886
475,887
475,888
476,889
477,890
477,891
477,892
478,893
478,894
478,895
478,896
478,897
478,898
478,899
478,900
478,901
478,902
478,903
479,904
480,905
481,906
482,907
485,908
486,909
486,910
486,911
487,912
488,913
489,914
489,915
490,916
491,917
492,918
493,919
494,920
494,921
495,922
495,923
495,924
496,925
497,926
498,927
499,928
500,929
502,930
503,931
503,932
503,933
503,934
504,935
505,936
506,937
506,938
506,939
506,940
506,941
506,942
506,943
506,944
506,945
506,946
506,947
507,948
508,949
509,950
509,951
509,952
510,953
510,954
510,955
510,956
510,957
510,958
511,959
511,960
511,961
511,962
511,963
512,964
513,965
514,966
514,967
514,968
514,969
514,970
515,971
515,972
516,973
517,974
518,975
519,976
520,977
521,978
522,979
523,980
523,981
523,982
523,983
523,984
523,985
524,986
525,987
526,988
528,989
528,990
528,991
528,992
528,993
529,994
530,995
531,996
532,997
533,998
534,999
536,1000
537,1001
538,1002
539,1003
540,1004
541,1005
541,1006
541,1007
541,1008
541,1009
541,1010
542,1011
543,1012
543,1013
543,1014
544,1015
545,1016
546,1017
546,1018
546,1019
547,1020
547,1021
548,1022
549,1023
552,1024
553,1025
555,1026
556,1027
557,1028
558,1029
558,1030
558,1031
558,1032
559,1033
560,1034
561,1035
562,1036
563,1037
564,1038
565,1039
566,1040
567,1041
568,1042
569,1043
570,1044
571,1045
572,1046
573,1047
573,1048
574,1049
576,1050
577,1051
578,1052
579,1053
580,1054
582,1055
583,1056
583,1057
583,1058
583,1059
583,1060
584,1061
584,1062
585,1063
585,1064
585,1065
585,1066
586,1067
586,1068
587,1069
587,1070
587,1071
588,1072
589,1073
590,1074
591,1075
592,1076
593,1077
594,1078
595,1079
595,1080
595,1081
595,1082
596,1083
596,1084
596,1085
597,1086
598,1087
599,1088
600,1089
601,1090
602,1091
603,1092
604,1093
604,1094
605,1095
606,1096
607,1097
608,1098
610,1099
611,1100
612,1101
613,1102
614,1103
615,1104
616,1105
617,1106
617,1107
618,1108
619,1109
619,1110
619,1111
619,1112
619,1113
620,1114
621,1115
622,1116
623,1117
624,1118
625,1119
626,1120
627,1121
628,1122
628,1123
628,1124
628,1125
629,1126
629,1127
629,1128
629,1129
629,1130
629,1131
629,1132
629,1133
629,1134
630,1135
631,1136
631,1137
631,1138
631,1139
631,1140
631,1141
631,1142
631,1143
631,1144
631,1145
632,1146
632,1147
634,1148
634,1149
634,1150
634,1151
634,1152
634,1153
635,1154
636,1155
636,1156
636,1157
637,1158
638,1159
639,1160
640,1161
641,1162
642,1163
643,1164
644,1165
645,1166
646,1167
647,1168
648,1169
649,1170
649,1171
649,1172
650,1173
651,1174
652,1175
652,1176
652,1177
652,1178
654,1179
655,1180
656,1181
657,1182
657,1183
657,1184
658,1185
659,1186
660,1187
661,1188
662,1189
662,1190
662,1191
662,1192
662,1193
663,1194
665,1195
666,1196
667,1197
668,1198
670,1199
671,1200
671,1201
672,1202
673,1203
674,1204
675,1205
676,1206
677,1207
677,1208
677,1209
678,1210
679,1211
680,1212
681,1213
682,1214
683,1215
683,1216
683,1217
683,1218
684,1219
685,1220
686,1221
687,1222
689,1223
690,1224
691,1225
692,1226
693,1227
694,1228
695,1229
696,1230
696,1231
696,1232
696,1233
697,1234
698,1235
698,1236
698,1237
698,1238
699,1239
700,1240
701,1241
702,1242
703,1243
704,1244
705,1245
706,1246
707,1247
707,1248
708,1249
708,1250
708,1251
708,1252
708,1253
708,1254
708,1255
708,1256
708,1257
708,1258
708,1259
708,1260
708,1261
708,1262
709,1263
710,1264
710,1265
710,1266
711,1267
712,1268
713,1269
714,1270
714,1271
714,1272
714,1273
714,1274
714,1275
714,1276
714,1277
715,1278
715,1279
715,1280
716,1281
717,1282
718,1283
719,1284
719,1285
719,1286
719,1287
719,1288
720,1289
721,1290
722,1291
723,1292
724,1293
725,1294
726,1295
727,1296
728,1297
729,1298
730,1299
730,1300
731,1301
732,1302
733,1303
734,1304
735,1305
736,1306
737,1307
738,1308
738,1309
738,1310
738,1311
738,1312
740,1313
740,1314
740,1315
740,1316
740,1317
741,1318
742,1319
742,1320
743,1321
743,1322
743,1323
743,1324
743,1325
743,1326
744,1327
744,1328
745,1329
745,1330
745,1331
745,1332
745,1333
746,1334
747,1335
748,1336
749,1337
750,1338
751,1339
751,1340
751,1341
751,1342
751,1343
752,1344
752,1345
752,1346
752,1347
752,1348
753,1349
753,1350
753,1351
753,1352
753,1353
754,1354
755,1355
755,1356
755,1357
755,1358
755,1359
755,1360
756,1361
756,1362
756,1363
756,1364
756,1365
756,1366
756,1367
757,1368
757,1369
758,1370
759,1371
760,1372
760,1373
760,1374
761,1375
762,1376
763,1377
764,1378
764,1379
765,1380
766,1381
767,1382
768,1383
769,1384
770,1385
770,1386
771,1387
